,Site,daylight,Depth_Stratum,Deployment,ACat,Taxa_Groups,Acoustic_Category,Taxa_updated,CAAB_updated,nos,weight_g,av_weight,Weight_Std_gm3_gps,Abd_Std_nosm3_gps,Weight_Std_gm3_sp,Abd_Std_nosm3_sp,datetime_UTC_start,datetime_UTC_stop,lat_decdeg_start,long_decdeg_start,lat_decdeg_stop,long_decdeg_stop,VolumeFiltered_m3_speed,VolumeFiltered_m3_gps,Taxa_PLAOS
152,SOTS,Day,Lmeso,7,Medusa,Gelatinous_Active,G_nGB,Solmissus spp.,11082902,32,300,9.375,0.004506659,0.00048071,0.005061994,0.000539946,12/12/2020 4:25,12/12/2020 6:25,-46.90333333,-140.614,-46.9305,-140.5763333,59265.18528,66568.16634,Medusa
172,SOTS,Day,Epi,8,Medusa,Gelatinous_Active,G_nGB,Solmissus spp.,11082902,30,21,0.7,0.000927344,0.001324777,0.001063019,0.001518598,13/12/2020 23:31,14/12/2020 0:11,-46.921,-140.635,-46.93366667,-140.6368333,19755.06176,22645.32605,Medusa
188,SOTS,Day,Meso,10,Medusa,Gelatinous_Active,G_nGB,Solmissus spp.,11082902,1,4,4,0.000123003,3.08E-05,0.00020248,5.06E-05,14/12/2020 4:52,14/12/2020 5:32,-46.9175,-140.6346667,-46.9345,-140.6445,19755.06176,32519.41514,Medusa
209,SOTS,Night,Epi,11,Medusa,Gelatinous_Active,G_nGB,Solmissus spp.,11082902,216,610,2.824074074,0.024423076,0.008648171,0.030878162,0.010933907,14/12/2020 11:23,14/12/2020 12:03,-46.9205,-140.6278333,-46.93333333,-140.6361667,19755.06176,24976.37861,Medusa
240,SOTS,Night,Meso,12,Medusa,Gelatinous_Active,G_nGB,Solmissus spp.,11082902,7,13,1.857142857,0.000562664,0.000302973,0.000658059,0.00035434,14/12/2020 14:23,14/12/2020 15:03,-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,Medusa
278,SOTS,Night,Lmeso,13,Medusa,Gelatinous_Active,G_nGB,Solmissus spp.,11082902,11,99,9,0.001943909,0.00021599,0.001670458,0.000185606,15/12/2020 11:46,15/12/2020 13:46,-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,Medusa
324,SOTS,Day,Lmeso,14,Medusa,Gelatinous_Active,G_nGB,Solmissus spp.,11082902,11,106,9.636363636,0.001634224,0.000169589,0.001788571,0.000185606,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528,64862.60608,Medusa
368,SOTS,Day,Meso,16,Medusa,Gelatinous_Active,G_nGB,Solmissus spp.,11082902,3,40,13.33333333,0.002159359,0.000161952,0.002024798,0.00015186,18/12/2020 1:07,18/12/2020 1:47,-46.91616667,-140.6318333,-46.90933333,-140.6433333,19755.06176,18524.01208,Medusa
395,SOTS,Night,Epi,17,Medusa,Gelatinous_Active,G_nGB,Solmissus spp.,11082902,275,1684,6.123636364,0.164531021,0.026868189,0.085243975,0.013920483,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176,10235.15194,Medusa
430,SOTS,Night,Meso,18,Medusa,Gelatinous_Active,G_nGB,Solmissus spp.,11082902,10,20,2,0.000381158,0.000190579,0.001012399,0.000506199,19/12/2020 14:28,19/12/2020 15:08,-46.91616667,-140.6538333,-46.91683333,-140.6106667,19755.06176,52471.74474,Medusa
451,SOTS,Day,200-100m_scattering_layer,19,Medusa,Gelatinous_Active,G_nGB,Solmissus spp.,11082902,9,55,6.111111111,0.004139916,0.000677441,0.005568193,0.000911159,19/12/2020 4:15,19/12/2020 4:35,-46.91433333,-140.6386667,-46.91533333,-140.6495,9877.53088,13285.29518,Medusa
469,SOTS,Day,target_100to0m,20,Medusa,Gelatinous_Active,G_nGB,Solmissus spp.,11082902,0,656,NA,0.055682512,0,0.066413359,0,19/12/2020 7:21,19/12/2020 7:41,-46.91666667,-140.6181667,-46.91616667,-140.6278333,9877.53088,11781.07762,Medusa
498,NA,NA,NA,21,Medusa,Gelatinous_Active,G_nGB,Solmissus spp.,11082902,5,19,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medusa
549,SOTS,Day,Lmeso,22,Medusa,Gelatinous_Active,G_nGB,Solmissus spp.,11082902,14,175,12.5,0.002671859,0.000213749,0.00295283,0.000236226,20/12/2020 2:51,20/12/2020 4:51,-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,Medusa
1381,58S,Night,Epi,49,Medusa,Gelatinous_Active,G_nGB,Solmissus spp.,11082902,4,2,0.5,7.99E-05,0.000159877,0.00010124,0.00020248,7/01/2021 14:00,7/01/2021 14:40,-56.1035,-140.4263333,-56.10166667,-140.4513333,19755.06176,25019.22956,Medusa
350,SOTS,Day,Epi,15,Siphonophore,Gelatinous_Active,G_nGB,Sphaeronectes spp.,11096901,1,0.5,0.5,2.12E-05,4.25E-05,2.53E-05,5.06E-05,17/12/2020 21:19,17/12/2020 21:59,-46.91733333,-140.6425,-46.929,-140.6516667,19755.06176,23556.14303,Siphonophore
1305,58S,Night,Lmeso,46,Other,other,other,Spherical eggs,NA,14,0.5,0.035714286,8.04E-06,0.00022525,8.44E-06,0.000236226,6/01/2021 15:11,6/01/2021 17:11,-56.07033333,-140.4961667,-56.07683333,-140.5576667,59265.18528,62153.2972,Other
574,55S,Day,Epi,23,Gymnosome,other,other,Spongiobranchaea australis,NA,7,0.5,0.071428571,1.80E-05,0.000251448,2.53E-05,0.00035434,24/12/2020 2:49,24/12/2020 3:29,-54.09683333,-138.8545,-54.09866667,-138.881,19755.06176,27838.73063,Other
590,55S,Day,Meso,24,Gymnosome,other,other,Spongiobranchaea australis,NA,24,2,0.083333333,7.01E-05,0.000841336,0.00010124,0.001214879,24/12/2020 5:38,24/12/2020 6:18,-54.102,-138.9095,-54.10383333,-138.9366667,19755.06176,28526.07107,Other
607,55S,Night,Meso,25,Gymnosome,other,other,Spongiobranchaea australis,NA,46,1,0.02173913,0.00088653,0.040780369,5.06E-05,0.002328517,24/12/2020 17:00,24/12/2020 17:40,-54.21316667,-137.1393333,-54.21366667,-137.1386667,19755.06176,1127.993709,Other
633,NA,NA,NA,26,Gymnosome,other,other,Spongiobranchaea australis,NA,7,2,0.285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other
699,55S,Day,Lmeso,28,Gymnosome,other,other,Spongiobranchaea australis,NA,22,2,0.090909091,2.44E-05,0.000267883,3.37E-05,0.000371213,26/12/2020 5:28,26/12/2020 7:28,-54.17466667,-137.0768333,-54.211,-137.1255,59265.18528,82125.47455,Other
744,55S,Night,Lmeso,29,Gymnosome,other,other,Spongiobranchaea australis,NA,41,3,0.073170732,9.11E-06,0.00012452,5.06E-05,0.000691806,26/12/2020 15:44,26/12/2020 17:44,-54.21633333,-137.4196667,-54.21516667,-137.1031667,59265.18528,329265.1773,Other
799,55S,Day,Lmeso,30,Gymnosome,other,other,Spongiobranchaea australis,NA,4,0.5,0.125,4.53E-06,3.63E-05,2.53E-05,0.00020248,27/12/2020 2:28,27/12/2020 3:08,-54.164,-137.2366667,-54.18383333,-137.337,19755.06176,110281.1743,Other
834,55S,Night,Epi,31,Gymnosome,other,other,Spongiobranchaea australis,NA,2,0.5,0.25,3.41E-05,0.000136576,2.53E-05,0.00010124,28/12/2020 3:16,28/12/2020 3:56,-54.20316667,-137.4023333,-54.204,-137.4163333,19755.06176,14643.91055,Other
857,55S,Day,Meso,32,Gymnosome,other,other,Spongiobranchaea australis,NA,45,1,0.022222222,4.26E-05,0.0019182,5.06E-05,0.002277897,28/12/2020 22:51,28/12/2020 23:31,-54.21066667,-137.4336667,-54.201,-137.449,19755.06176,23459.48729,Other
875,55S,Day,Epi,33,Gymnosome,other,other,Spongiobranchaea australis,NA,4,1,0.25,0.002191132,0.008764528,5.06E-05,0.00020248,30/12/2020 18:25,30/12/2020 19:05,-54.196,-137.6243333,-54.19616667,-137.6246667,19755.06176,456.3850914,Other
899,55S,Night,Meso,34,Gymnosome,other,other,Spongiobranchaea australis,NA,8,0.5,0.0625,2.02E-05,0.000323133,2.53E-05,0.00040496,29/12/2020 13:42,29/12/2020 14:22,-54.17216667,-137.4143333,-54.17483333,-137.4376667,19755.06176,24757.61468,Other
940,55S,Night,Lmeso,35,Gymnosome,other,other,Spongiobranchaea australis,NA,19,0.5,0.026315789,7.84E-06,0.000297811,8.44E-06,0.000320593,30/12/2020 15:43,30/12/2020 17:43,-54.1705,-137.5628333,-54.19066667,-137.6135,59265.18528,63798.7744,Other
998,55S,Day,Lmeso,36,Gymnosome,other,other,Spongiobranchaea australis,NA,16,4,0.25,6.32E-05,0.00025293,6.75E-05,0.000269973,31/12/2020 1:36,31/12/2020 3:36,-54.11333333,-137.5636667,-54.13416667,-137.6128333,59265.18528,63258.70388,Other
1041,58S,Night,Epi,37,Gymnosome,other,other,Spongiobranchaea australis,NA,5,0.5,0.1,2.14E-05,0.000214346,2.53E-05,0.0002531,1/01/2021 14:08,1/01/2021 14:48,-57.98583333,-140.7623333,-57.99433333,-140.7811667,19755.06176,23326.71731,Other
1063,58S,Day,Meso,38,Gymnosome,other,other,Spongiobranchaea australis,NA,5,0.5,0.1,2.26E-05,0.00022642,2.53E-05,0.0002531,1/01/2021 22:38,1/01/2021 23:18,-57.97916667,-140.7305,-57.98616667,-140.7498333,19755.06176,22082.85956,Other
1085,58S,Day,Epi,39,Gymnosome,other,other,Spongiobranchaea australis,NA,11,3,0.272727273,0.000142818,0.000523667,0.00015186,0.000556819,2/01/2021 2:13,2/01/2021 2:53,-57.99083333,-140.7661667,-57.99766667,-140.7843333,19755.06176,21005.71883,Other
1110,58S,Night,Meso,40,Gymnosome,other,other,Spongiobranchaea australis,NA,4,0.5,0.125,2.02E-05,0.000161941,2.53E-05,0.00020248,2/01/2021 14:15,2/01/2021 14:55,-57.98916667,-140.7125,-57.9815,-140.7343333,19755.06176,24700.30448,Other
1152,58S,Day,Lmeso,41,Gymnosome,other,other,Spongiobranchaea australis,NA,17,0.5,0.029411765,8.60E-06,0.000292441,8.44E-06,0.000286846,4/01/2021 2:39,4/01/2021 4:39,-56.02316667,-140.6806667,-56.046,-140.7225,59265.18528,58131.46027,Other
1197,58S,Night,Lmeso,42,Gymnosome,other,other,Spongiobranchaea australis,NA,8,0.5,0.0625,3.62E-06,5.80E-05,8.44E-06,0.000134987,4/01/2021 12:38,4/01/2021 14:38,-56.0195,-140.6226667,-56.05616667,-140.745,59265.18528,137981.272,Other
1238,58S,Day,Epi,44,Gymnosome,other,other,Spongiobranchaea australis,NA,10,1,0.1,4.86E-05,0.000485907,5.06E-05,0.000506199,6/01/2021 4:58,6/01/2021 5:38,-56.02416667,-140.4646667,-56.02633333,-140.485,19755.06176,20580.04901,Other
1260,58S,Day,Meso,45,Gymnosome,other,other,Spongiobranchaea australis,NA,9,1,0.111111111,3.01E-05,0.000271106,5.06E-05,0.000455579,6/01/2021 8:53,6/01/2021 9:33,-56.02666667,-140.5176667,-56.02883333,-140.5508333,19755.06176,33197.40445,Other
1294,58S,Night,Lmeso,46,Gymnosome,other,other,Spongiobranchaea australis,NA,22,0.5,0.022727273,8.04E-06,0.000353964,8.44E-06,0.000371213,6/01/2021 15:11,6/01/2021 17:11,-56.07033333,-140.4961667,-56.07683333,-140.5576667,59265.18528,62153.2972,Other
1329,58S,Day,Lmeso,47,Gymnosome,other,other,Spongiobranchaea australis,NA,9,0.5,0.055555556,9.64E-06,0.00017346,8.44E-06,0.00015186,7/01/2021 4:55,7/01/2021 6:55,-56.07066667,-140.5386667,-56.0785,-140.589,59265.18528,51885.17818,Other
1358,58S,NA,NA,48,Gymnosome,other,other,Spongiobranchaea australis,NA,1,0.5,0.5,3.24E-05,6.49E-05,3.62E-05,7.23E-05,7/01/2021 9:56,7/01/2021 10:24,-56.0705,-140.4385,-56.06866667,-140.4536667,13828.54323,15410.82024,Other
1375,58S,Night,Epi,49,Gymnosome,other,other,Spongiobranchaea australis,NA,21,1,0.047619048,4.00E-05,0.000839354,5.06E-05,0.001063019,7/01/2021 14:00,7/01/2021 14:40,-56.1035,-140.4263333,-56.10166667,-140.4513333,19755.06176,25019.22956,Other
1403,55S,Day,Targeted_850to750,52,Gymnosome,other,other,Spongiobranchaea australis,NA,9,0.5,0.055555556,2.42E-05,0.000435547,2.53E-05,0.000455579,9/01/2021 1:36,9/01/2021 2:16,-56.117,-140.4165,-56.117,-140.4373333,19755.06176,20663.67985,Other
1431,58S,Night,Meso,53,Gymnosome,other,other,Spongiobranchaea australis,NA,1,0.5,0.5,2.73E-05,5.46E-05,2.53E-05,5.06E-05,9/01/2021 14:23,9/01/2021 15:03,-56.12733333,-140.3933333,-56.12916667,-140.4115,19755.06176,18306.38002,Other
267,SOTS,Night,Lmeso,13,FGB,FGB,FGB,Sternoptychidae - undifferentiated,37107000,2,0.5,0.25,9.82E-06,3.93E-05,8.44E-06,3.37E-05,15/12/2020 11:46,15/12/2020 13:46,-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,FGB
539,SOTS,Day,Lmeso,22,FGB,FGB,FGB,Sternoptyx spp.,37107905,4,0.5,0.125,7.63E-06,6.11E-05,8.44E-06,6.75E-05,20/12/2020 2:51,20/12/2020 4:51,-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,FGB
226,SOTS,Night,Meso,12,F,F,F,Stomias gracilis,37112801,1,1,1,4.33E-05,4.33E-05,5.06E-05,5.06E-05,14/12/2020 14:23,14/12/2020 15:03,-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,F
309,SOTS,Day,Lmeso,14,F,F,F,Stomias gracilis,37112801,1,0.5,0.5,7.71E-06,1.54E-05,8.44E-06,1.69E-05,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528,64862.60608,F
385,SOTS,Night,Epi,17,F,F,F,Stomias gracilis,37112801,1,0.5,0.5,4.89E-05,9.77E-05,2.53E-05,5.06E-05,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176,10235.15194,F
414,SOTS,Night,Meso,18,F,F,F,Stomias gracilis,37112801,4,3,0.75,5.72E-05,7.62E-05,0.00015186,0.00020248,19/12/2020 14:28,19/12/2020 15:08,-46.91616667,-140.6538333,-46.91683333,-140.6106667,19755.06176,52471.74474,F
531,SOTS,Day,Lmeso,22,F,F,F,Stomias gracilis,37112801,1,0.5,0.5,7.63E-06,1.53E-05,8.44E-06,1.69E-05,20/12/2020 2:51,20/12/2020 4:51,-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,F
735,55S,Night,Lmeso,29,F,F,F,Stomias gracilis,37112801,2,41,20.5,0.00012452,6.07E-06,0.000691806,3.37E-05,26/12/2020 15:44,26/12/2020 17:44,-54.21633333,-137.4196667,-54.21516667,-137.1031667,59265.18528,329265.1773,F
790,55S,Day,Lmeso,30,F,F,F,Stomias gracilis,37112801,3,10,3.333333333,9.07E-05,2.72E-05,0.000506199,0.00015186,27/12/2020 2:28,27/12/2020 3:08,-54.164,-137.2366667,-54.18383333,-137.337,19755.06176,110281.1743,F
832,55S,Night,Epi,31,F,F,F,Stomias gracilis,37112801,1,2,2,0.000136576,6.83E-05,0.00010124,5.06E-05,28/12/2020 3:16,28/12/2020 3:56,-54.20316667,-137.4023333,-54.204,-137.4163333,19755.06176,14643.91055,F
988,55S,Day,Lmeso,36,F,F,F,Stomias gracilis,37112801,1,6,6,9.48E-05,1.58E-05,0.00010124,1.69E-05,31/12/2020 1:36,31/12/2020 3:36,-54.11333333,-137.5636667,-54.13416667,-137.6128333,59265.18528,63258.70388,F
6,Trawl,Day,Integrated,1,F,F,F,Stomias spp.,37112902,1,1,1,1.72E-05,1.72E-05,2.53E-05,2.53E-05,5/12/2020 9:16,5/12/2020 10:36,-43.24783333,-144.6176667,-43.27483333,-144.6428333,39510.12352,58057.32164,F
691,55S,Day,Lmeso,28,F,F,F,Stomias spp.,37112902,2,10,5,0.000121765,2.44E-05,0.000168733,3.37E-05,26/12/2020 5:28,26/12/2020 7:28,-54.17466667,-137.0768333,-54.211,-137.1255,59265.18528,82125.47455,F
129,SOTS,Day,Lmeso,7,F,F,F,Stomiidae - undifferentiated,37112000,1,0.5,0.5,7.51E-06,1.50E-05,8.44E-06,1.69E-05,12/12/2020 4:25,12/12/2020 6:25,-46.90333333,-140.614,-46.9305,-140.5763333,59265.18528,66568.16634,F
227,SOTS,Night,Meso,12,F,F,F,Stomiidae - undifferentiated,37112000,1,1,1,4.33E-05,4.33E-05,5.06E-05,5.06E-05,14/12/2020 14:23,14/12/2020 15:03,-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,F
43,NA,NA,NA,2,Pteropod,other,other,Styliola subula,24407002,2,0.5,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other
68,NA,NA,NA,4,Pteropod,other,other,Styliola subula,24407002,4,0.5,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other
86,SOTS,Night,Epi,5,Pteropod,other,other,Styliola subula,24407002,1,0.5,0.5,2.02E-05,4.03E-05,2.53E-05,5.06E-05,10/12/2020 16:55,10/12/2020 17:35,-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176,24801.57669,Other
109,SOTS,Night,Lmeso,6,Pteropod,other,other,Styliola subula,24407002,5,0.5,0.1,5.08E-06,5.08E-05,8.44E-06,8.44E-05,11/12/2020 11:49,11/12/2020 13:49,-46.886,-140.6205,-46.84733333,-140.6783333,59265.18528,98392.93882,Other
174,SOTS,Day,Epi,8,Pteropod,other,other,Styliola subula,24407002,2,0.5,0.25,2.21E-05,8.83E-05,2.53E-05,0.00010124,13/12/2020 23:31,14/12/2020 0:11,-46.921,-140.635,-46.93366667,-140.6368333,19755.06176,22645.32605,Other
212,SOTS,Night,Epi,11,Pteropod,other,other,Styliola subula,24407002,43,3.5,0.081395349,0.000140132,0.001721627,0.00017717,0.002176657,14/12/2020 11:23,14/12/2020 12:03,-46.9205,-140.6278333,-46.93333333,-140.6361667,19755.06176,24976.37861,Other
247,SOTS,Night,Meso,12,Pteropod,other,other,Styliola subula,24407002,6,0.5,0.083333333,2.16E-05,0.000259691,2.53E-05,0.00030372,14/12/2020 14:23,14/12/2020 15:03,-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,Other
284,SOTS,Night,Lmeso,13,Pteropod,other,other,Styliola subula,24407002,7,0.5,0.071428571,9.82E-06,0.000137448,8.44E-06,0.000118113,15/12/2020 11:46,15/12/2020 13:46,-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,Other
348,SOTS,Day,Epi,15,Pteropod,other,other,Styliola subula,24407002,83,0.5,0.006024096,2.12E-05,0.003523497,2.53E-05,0.004201455,17/12/2020 21:19,17/12/2020 21:59,-46.91733333,-140.6425,-46.929,-140.6516667,19755.06176,23556.14303,Other
370,SOTS,Day,Meso,16,Pteropod,other,other,Styliola subula,24407002,4,0.5,0.125,2.70E-05,0.000215936,2.53E-05,0.00020248,18/12/2020 1:07,18/12/2020 1:47,-46.91616667,-140.6318333,-46.90933333,-140.6433333,19755.06176,18524.01208,Other
398,SOTS,Night,Epi,17,Pteropod,other,other,Styliola subula,24407002,44,3,0.068181818,0.000293108,0.00429891,0.00015186,0.002227277,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176,10235.15194,Other
452,SOTS,Day,200-100m_scattering_layer,19,Pteropod,other,other,Styliola subula,24407002,3,1,0.333333333,7.53E-05,0.000225814,0.00010124,0.00030372,19/12/2020 4:15,19/12/2020 4:35,-46.91433333,-140.6386667,-46.91533333,-140.6495,9877.53088,13285.29518,Other
471,SOTS,Day,target_100to0m,20,Pteropod,other,other,Styliola subula,24407002,24,6,0.25,0.000509291,0.002037165,0.000607439,0.002429757,19/12/2020 7:21,19/12/2020 7:41,-46.91666667,-140.6181667,-46.91616667,-140.6278333,9877.53088,11781.07762,Other
503,NA,NA,NA,21,Pteropod,other,other,Styliola subula,24407002,6,0.5,0.083333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other
555,SOTS,Day,Lmeso,22,Pteropod,other,other,Styliola subula,24407002,1,0.5,0.5,7.63E-06,1.53E-05,8.44E-06,1.69E-05,20/12/2020 2:51,20/12/2020 4:51,-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,Other
613,55S,Night,Meso,25,Pteropod,other,other,Styliola subula,24407002,5,0.5,0.1,0.000443265,0.004432649,2.53E-05,0.0002531,24/12/2020 17:00,24/12/2020 17:40,-54.21316667,-137.1393333,-54.21366667,-137.1386667,19755.06176,1127.993709,Other
669,55S,Night,Epi,27,Pteropod,other,other,Styliola subula,24407002,7,0.5,0.071428571,1.98E-05,0.000277162,2.53E-05,0.00035434,25/12/2020 13:23,25/12/2020 14:03,-54.15416667,-137.0081667,-54.15616667,-137.0321667,19755.06176,25256.02262,Other
717,55S,Day,Lmeso,28,Pteropod,other,other,Styliola subula,24407002,4,0.5,0.125,6.09E-06,4.87E-05,8.44E-06,6.75E-05,26/12/2020 5:28,26/12/2020 7:28,-54.17466667,-137.0768333,-54.211,-137.1255,59265.18528,82125.47455,Other
764,55S,Night,Lmeso,29,Pteropod,other,other,Styliola subula,24407002,1,0.5,0.5,1.52E-06,3.04E-06,8.44E-06,1.69E-05,26/12/2020 15:44,26/12/2020 17:44,-54.21633333,-137.4196667,-54.21516667,-137.1031667,59265.18528,329265.1773,Other
816,55S,Day,Lmeso,30,Pteropod,other,other,Styliola subula,24407002,1,0.5,0.5,4.53E-06,9.07E-06,2.53E-05,5.06E-05,27/12/2020 2:28,27/12/2020 3:08,-54.164,-137.2366667,-54.18383333,-137.337,19755.06176,110281.1743,Other
840,55S,Night,Epi,31,Pteropod,other,other,Styliola subula,24407002,8,1,0.125,6.83E-05,0.000546302,5.06E-05,0.00040496,28/12/2020 3:16,28/12/2020 3:56,-54.20316667,-137.4023333,-54.204,-137.4163333,19755.06176,14643.91055,Other
907,55S,Night,Meso,34,Pteropod,other,other,Styliola subula,24407002,9,0.5,0.055555556,2.02E-05,0.000363525,2.53E-05,0.000455579,29/12/2020 13:42,29/12/2020 14:22,-54.17216667,-137.4143333,-54.17483333,-137.4376667,19755.06176,24757.61468,Other
960,55S,Night,Lmeso,35,Pteropod,other,other,Styliola subula,24407002,15,0.5,0.033333333,7.84E-06,0.000235114,8.44E-06,0.0002531,30/12/2020 15:43,30/12/2020 17:43,-54.1705,-137.5628333,-54.19066667,-137.6135,59265.18528,63798.7744,Other
1016,55S,Day,Lmeso,36,Pteropod,other,other,Styliola subula,24407002,12,4,0.333333333,6.32E-05,0.000189697,6.75E-05,0.00020248,31/12/2020 1:36,31/12/2020 3:36,-54.11333333,-137.5636667,-54.13416667,-137.6128333,59265.18528,63258.70388,Other
1050,58S,Night,Epi,37,Pteropod,other,other,Styliola subula,24407002,1,0.5,0.5,2.14E-05,4.29E-05,2.53E-05,5.06E-05,1/01/2021 14:08,1/01/2021 14:48,-57.98583333,-140.7623333,-57.99433333,-140.7811667,19755.06176,23326.71731,Other
1070,58S,Day,Meso,38,Pteropod,other,other,Styliola subula,24407002,1,0.5,0.5,2.26E-05,4.53E-05,2.53E-05,5.06E-05,1/01/2021 22:38,1/01/2021 23:18,-57.97916667,-140.7305,-57.98616667,-140.7498333,19755.06176,22082.85956,Other
1089,58S,Day,Epi,39,Pteropod,other,other,Styliola subula,24407002,1,0.5,0.5,2.38E-05,4.76E-05,2.53E-05,5.06E-05,2/01/2021 2:13,2/01/2021 2:53,-57.99083333,-140.7661667,-57.99766667,-140.7843333,19755.06176,21005.71883,Other
1168,58S,Day,Lmeso,41,Pteropod,other,other,Styliola subula,24407002,2,0.5,0.25,8.60E-06,3.44E-05,8.44E-06,3.37E-05,4/01/2021 2:39,4/01/2021 4:39,-56.02316667,-140.6806667,-56.046,-140.7225,59265.18528,58131.46027,Other
1212,58S,Night,Lmeso,42,Pteropod,other,other,Styliola subula,24407002,1,0.5,0.5,3.62E-06,7.25E-06,8.44E-06,1.69E-05,4/01/2021 12:38,4/01/2021 14:38,-56.0195,-140.6226667,-56.05616667,-140.745,59265.18528,137981.272,Other
1240,58S,Day,Epi,44,Pteropod,other,other,Styliola subula,24407002,4,3,0.75,0.000145772,0.000194363,0.00015186,0.00020248,6/01/2021 4:58,6/01/2021 5:38,-56.02416667,-140.4646667,-56.02633333,-140.485,19755.06176,20580.04901,Other
1265,58S,Day,Meso,45,Pteropod,other,other,Styliola subula,24407002,2,0.5,0.25,1.51E-05,6.02E-05,2.53E-05,0.00010124,6/01/2021 8:53,6/01/2021 9:33,-56.02666667,-140.5176667,-56.02883333,-140.5508333,19755.06176,33197.40445,Other
1309,58S,Night,Lmeso,46,Pteropod,other,other,Styliola subula,24407002,2,0.5,0.25,8.04E-06,3.22E-05,8.44E-06,3.37E-05,6/01/2021 15:11,6/01/2021 17:11,-56.07033333,-140.4961667,-56.07683333,-140.5576667,59265.18528,62153.2972,Other
1342,58S,Day,Lmeso,47,Pteropod,other,other,Styliola subula,24407002,1,0.5,0.5,9.64E-06,1.93E-05,8.44E-06,1.69E-05,7/01/2021 4:55,7/01/2021 6:55,-56.07066667,-140.5386667,-56.0785,-140.589,59265.18528,51885.17818,Other
1383,58S,Night,Epi,49,Pteropod,other,other,Styliola subula,24407002,4,0.5,0.125,2.00E-05,0.000159877,2.53E-05,0.00020248,7/01/2021 14:00,7/01/2021 14:40,-56.1035,-140.4263333,-56.10166667,-140.4513333,19755.06176,25019.22956,Other
1440,58S,Night,Meso,53,Pteropod,other,other,Styliola subula,24407002,3,0.5,0.166666667,2.73E-05,0.000163877,2.53E-05,0.00015186,9/01/2021 14:23,9/01/2021 15:03,-56.12733333,-140.3933333,-56.12916667,-140.4115,19755.06176,18306.38002,Other
15,Trawl,Day,Integrated,1,Krill,Crustaceans,Crustaceans,Stylocheiron spp.,28702906,1,0.5,0.5,8.61E-06,1.72E-05,1.27E-05,2.53E-05,5/12/2020 9:16,5/12/2020 10:36,-43.24783333,-144.6176667,-43.27483333,-144.6428333,39510.12352,58057.32164,Krill
105,SOTS,Night,Lmeso,6,Krill,Crustaceans,Crustaceans,Stylocheiron spp.,28702906,4,0.5,0.125,5.08E-06,4.07E-05,8.44E-06,6.75E-05,11/12/2020 11:49,11/12/2020 13:49,-46.886,-140.6205,-46.84733333,-140.6783333,59265.18528,98392.93882,Krill
146,SOTS,Day,Lmeso,7,Krill,Crustaceans,Crustaceans,Stylocheiron spp.,28702906,12,0.5,0.041666667,7.51E-06,0.000180266,8.44E-06,0.00020248,12/12/2020 4:25,12/12/2020 6:25,-46.90333333,-140.614,-46.9305,-140.5763333,59265.18528,66568.16634,Krill
170,SOTS,Day,Epi,8,Krill,Crustaceans,Crustaceans,Stylocheiron spp.,28702906,2,0.5,0.25,2.21E-05,8.83E-05,2.53E-05,0.00010124,13/12/2020 23:31,14/12/2020 0:11,-46.921,-140.635,-46.93366667,-140.6368333,19755.06176,22645.32605,Krill
237,SOTS,Night,Meso,12,Krill,Crustaceans,Crustaceans,Stylocheiron spp.,28702906,14,0.5,0.035714286,2.16E-05,0.000605946,2.53E-05,0.000708679,14/12/2020 14:23,14/12/2020 15:03,-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,Krill
