"","X","Site","daylight","Depth_Stratum","Deployment","Acc","Acc_ed","Taxa_updated","Length_mm","Length_cm","a","b","weight_g"
"2761",5794,"55S","Day","Meso",24,7,"7","Chaetognath",50,5,0.006,3,0.75
"2762",5795,"55S","Day","Meso",24,7,"7","Chaetognath",32,3.2,0.006,3,0.1966
"2763",5796,"55S","Day","Meso",24,7,"7","Chaetognath",30,3,0.006,3,0.162
"2764",5797,"55S","Day","Meso",24,7,"7","Chaetognath",30,3,0.006,3,0.162
"2765",5798,"55S","Day","Meso",24,7,"7","Chaetognath",32,3.2,0.006,3,0.1966
"2766",6078,"55S","Night","Meso",25,6,"6","Chaetognath",30,3,0.006,3,0.162
"2767",6079,"55S","Night","Meso",25,6,"6","Chaetognath",40,4,0.006,3,0.384
"2768",6080,"55S","Night","Meso",25,6,"6","Chaetognath",40,4,0.006,3,0.384
"2769",6081,"55S","Night","Meso",25,6,"6","Chaetognath",33,3.3,0.006,3,0.2156
"2770",6082,"55S","Night","Meso",25,6,"6","Chaetognath",30,3,0.006,3,0.162
"2771",6083,"55S","Night","Meso",25,6,"6","Chaetognath",45,4.5,0.006,3,0.5468
"2772",6084,"55S","Night","Meso",25,6,"6","Chaetognath",65,6.5,0.006,3,1.6478
"2773",6085,"55S","Night","Meso",25,6,"6","Chaetognath",23,2.3,0.006,3,0.073
"2774",6086,"55S","Night","Meso",25,6,"6","Chaetognath",80,8,0.006,3,3.072
"2775",6087,"55S","Night","Meso",25,6,"6","Chaetognath",50,5,0.006,3,0.75
"2776",6088,"55S","Night","Meso",25,6,"6","Chaetognath",60,6,0.006,3,1.296
"2777",6089,"55S","Night","Meso",25,6,"6","Chaetognath",55,5.5,0.006,3,0.9982
"2778",6090,"55S","Night","Meso",25,6,"6","Chaetognath",30,3,0.006,3,0.162
"2779",6091,"55S","Night","Meso",25,6,"6","Chaetognath",25,2.5,0.006,3,0.0938
"2780",6092,"55S","Night","Meso",25,6,"6","Chaetognath",12,1.2,0.006,3,0.0104
"2781",6093,"55S","Night","Meso",25,6,"6","Chaetognath",40,4,0.006,3,0.384
"2782",6094,"55S","Night","Meso",25,6,"6","Chaetognath",40,4,0.006,3,0.384
"2783",6095,"55S","Night","Meso",25,6,"6","Chaetognath",51,5.1,0.006,3,0.7959
"2784",6096,"55S","Night","Meso",25,6,"6","Chaetognath",45,4.5,0.006,3,0.5468
"2785",6097,"55S","Night","Meso",25,6,"6","Chaetognath",70,7,0.006,3,2.058
"2786",6098,"55S","Night","Meso",25,6,"6","Chaetognath",40,4,0.006,3,0.384
"2787",6099,"55S","Night","Meso",25,6,"6","Chaetognath",35,3.5,0.006,3,0.2572
"2788",6100,"55S","Night","Meso",25,6,"6","Chaetognath",35,3.5,0.006,3,0.2572
"2789",6101,"55S","Night","Meso",25,6,"6","Chaetognath",50,5,0.006,3,0.75
"2790",6102,"55S","Night","Meso",25,6,"6","Chaetognath",39,3.9,0.006,3,0.3559
"2791",6103,"55S","Night","Meso",25,6,"6","Chaetognath",40,4,0.006,3,0.384
"2792",6104,"55S","Night","Meso",25,6,"6","Chaetognath",45,4.5,0.006,3,0.5468
"2793",6105,"55S","Night","Meso",25,6,"6","Chaetognath",40,4,0.006,3,0.384
"2794",6106,"55S","Night","Meso",25,6,"6","Chaetognath",28,2.8,0.006,3,0.1317
"2795",6107,"55S","Night","Meso",25,6,"6","Chaetognath",60,6,0.006,3,1.296
"2796",6108,"55S","Night","Meso",25,6,"6","Chaetognath",25,2.5,0.006,3,0.0938
"2797",6109,"55S","Night","Meso",25,6,"6","Chaetognath",45,4.5,0.006,3,0.5468
"2798",6110,"55S","Night","Meso",25,6,"6","Chaetognath",35,3.5,0.006,3,0.2572
"2799",6111,"55S","Night","Meso",25,6,"6","Chaetognath",30,3,0.006,3,0.162
"2800",6112,"55S","Night","Meso",25,6,"6","Chaetognath",45,4.5,0.006,3,0.5468
"2801",6113,"55S","Night","Meso",25,6,"6","Chaetognath",65,6.5,0.006,3,1.6478
"2802",6114,"55S","Night","Meso",25,6,"6","Chaetognath",55,5.5,0.006,3,0.9982
"2803",6115,"55S","Night","Meso",25,6,"6","Chaetognath",51,5.1,0.006,3,0.7959
"2804",6116,"55S","Night","Meso",25,6,"6","Chaetognath",50,5,0.006,3,0.75
"2805",6117,"55S","Night","Meso",25,6,"6","Chaetognath",48,4.8,0.006,3,0.6636
"2806",6118,"55S","Night","Meso",25,6,"6","Chaetognath",43,4.3,0.006,3,0.477
"2807",6119,"55S","Night","Meso",25,6,"6","Chaetognath",36,3.6,0.006,3,0.2799
"2808",6120,"55S","Night","Meso",25,6,"6","Chaetognath",46,4.6,0.006,3,0.584
"2809",6121,"55S","Night","Meso",25,6,"6","Chaetognath",58,5.8,0.006,3,1.1707
"2810",6122,"55S","Night","Meso",25,6,"6","Chaetognath",34,3.4,0.006,3,0.2358
"2811",6123,"55S","Night","Meso",25,6,"6","Chaetognath",38,3.8,0.006,3,0.3292
"2812",6124,"55S","Night","Meso",25,6,"6","Chaetognath",32,3.2,0.006,3,0.1966
"2813",6125,"55S","Night","Meso",25,6,"6","Chaetognath",41,4.1,0.006,3,0.4135
"2814",6126,"55S","Night","Meso",25,6,"6","Chaetognath",32,3.2,0.006,3,0.1966
"2815",6127,"55S","Night","Meso",25,6,"6","Chaetognath",39,3.9,0.006,3,0.3559
"2816",6128,"55S","Night","Meso",25,6,"6","Chaetognath",40,4,0.006,3,0.384
"2817",6129,"55S","Night","Meso",25,6,"6","Chaetognath",42,4.2,0.006,3,0.4445
"2818",6130,"55S","Night","Meso",25,6,"6","Chaetognath",31,3.1,0.006,3,0.1787
"2819",6131,"55S","Night","Meso",25,6,"6","Chaetognath",46,4.6,0.006,3,0.584
"2820",6132,"55S","Night","Meso",25,6,"6","Chaetognath",30,3,0.006,3,0.162
"2821",6133,"55S","Night","Meso",25,6,"6","Chaetognath",28,2.8,0.006,3,0.1317
"2822",6134,"55S","Night","Meso",25,6,"6","Chaetognath",43,4.3,0.006,3,0.477
"2823",6135,"55S","Night","Meso",25,6,"6","Chaetognath",52,5.2,0.006,3,0.8436
"2824",6136,"55S","Night","Meso",25,6,"6","Chaetognath",32,3.2,0.006,3,0.1966
"2825",6137,"55S","Night","Meso",25,6,"6","Chaetognath",32,3.2,0.006,3,0.1966
"2826",6138,"55S","Night","Meso",25,6,"6","Chaetognath",33,3.3,0.006,3,0.2156
"2827",6139,"55S","Night","Meso",25,6,"6","Chaetognath",35,3.5,0.006,3,0.2572
"2828",6140,"55S","Night","Meso",25,6,"6","Chaetognath",41,4.1,0.006,3,0.4135
"2829",6141,"55S","Night","Meso",25,6,"6","Chaetognath",33,3.3,0.006,3,0.2156
"2830",6142,"55S","Night","Meso",25,6,"6","Chaetognath",75,7.5,0.006,3,2.5312
"2831",6143,"55S","Night","Meso",25,6,"6","Chaetognath",52,5.2,0.006,3,0.8436
"2832",6144,"55S","Night","Meso",25,6,"6","Chaetognath",42,4.2,0.006,3,0.4445
"2833",6145,"55S","Night","Meso",25,6,"6","Chaetognath",41,4.1,0.006,3,0.4135
"2834",6146,"55S","Night","Meso",25,6,"6","Chaetognath",32,3.2,0.006,3,0.1966
"2835",6147,"55S","Night","Meso",25,6,"6","Chaetognath",37,3.7,0.006,3,0.3039
"2836",6148,"55S","Night","Meso",25,6,"6","Chaetognath",49,4.9,0.006,3,0.7059
"2837",6149,"55S","Night","Meso",25,6,"6","Chaetognath",35,3.5,0.006,3,0.2572
"2838",6150,"55S","Night","Meso",25,6,"6","Chaetognath",34,3.4,0.006,3,0.2358
"2839",6151,"55S","Night","Meso",25,6,"6","Chaetognath",39,3.9,0.006,3,0.3559
"2840",6152,"55S","Night","Meso",25,6,"6","Chaetognath",31,3.1,0.006,3,0.1787
"2841",6153,"55S","Night","Meso",25,6,"6","Chaetognath",66,6.6,0.006,3,1.725
"2842",6154,"55S","Night","Meso",25,6,"6","Chaetognath",68,6.8,0.006,3,1.8866
"2843",6155,"55S","Night","Meso",25,6,"6","Chaetognath",40,4,0.006,3,0.384
"2844",6156,"55S","Night","Meso",25,6,"6","Chaetognath",41,4.1,0.006,3,0.4135
"2845",6157,"55S","Night","Meso",25,6,"6","Chaetognath",41,4.1,0.006,3,0.4135
"2846",6158,"55S","Night","Meso",25,6,"6","Chaetognath",41,4.1,0.006,3,0.4135
"2847",6159,"55S","Night","Meso",25,6,"6","Chaetognath",52,5.2,0.006,3,0.8436
"2848",6160,"55S","Night","Meso",25,6,"6","Chaetognath",32,3.2,0.006,3,0.1966
"2849",6161,"55S","Night","Meso",25,6,"6","Chaetognath",52,5.2,0.006,3,0.8436
"2850",6162,"55S","Night","Meso",25,6,"6","Chaetognath",46,4.6,0.006,3,0.584
"2851",6163,"55S","Night","Meso",25,6,"6","Chaetognath",42,4.2,0.006,3,0.4445
"2852",6164,"55S","Night","Meso",25,6,"6","Chaetognath",30,3,0.006,3,0.162
"2853",6165,"55S","Night","Meso",25,6,"6","Chaetognath",32,3.2,0.006,3,0.1966
"2854",6166,"55S","Night","Meso",25,6,"6","Chaetognath",40,4,0.006,3,0.384
"2855",6167,"55S","Night","Meso",25,6,"6","Chaetognath",41,4.1,0.006,3,0.4135
"2856",6168,"55S","Night","Meso",25,6,"6","Chaetognath",40,4,0.006,3,0.384
"2857",6169,"55S","Night","Meso",25,6,"6","Chaetognath",45,4.5,0.006,3,0.5468
"2858",6170,"55S","Night","Meso",25,6,"6","Chaetognath",50,5,0.006,3,0.75
"2859",6171,"55S","Night","Meso",25,6,"6","Chaetognath",40,4,0.006,3,0.384
"2860",6172,"55S","Night","Meso",25,6,"6","Chaetognath",50,5,0.006,3,0.75
"2861",6173,"55S","Night","Meso",25,6,"6","Chaetognath",21,2.1,0.006,3,0.0556
"2862",6174,"55S","Night","Meso",25,6,"6","Chaetognath",34,3.4,0.006,3,0.2358
"2863",6175,"55S","Night","Meso",25,6,"6","Chaetognath",67,6.7,0.006,3,1.8046
"2864",6176,"55S","Night","Meso",25,6,"6","Chaetognath",36,3.6,0.006,3,0.2799
"2865",6177,"55S","Night","Meso",25,6,"6","Chaetognath",39,3.9,0.006,3,0.3559
"2866",6516,"55S","Night","Epi",27,6,"6","Chaetognath",51,5.1,0.006,3,0.7959
"2867",6517,"55S","Night","Epi",27,6,"6","Chaetognath",57,5.7,0.006,3,1.1112
"2868",6518,"55S","Night","Epi",27,6,"6","Chaetognath",33,3.3,0.006,3,0.2156
"2869",6519,"55S","Night","Epi",27,6,"6","Chaetognath",52,5.2,0.006,3,0.8436
"2870",6520,"55S","Night","Epi",27,6,"6","Chaetognath",52,5.2,0.006,3,0.8436
"2871",6521,"55S","Night","Epi",27,6,"6","Chaetognath",42,4.2,0.006,3,0.4445
"2872",6522,"55S","Night","Epi",27,6,"6","Chaetognath",48,4.8,0.006,3,0.6636
"2873",6523,"55S","Night","Epi",27,6,"6","Chaetognath",48,4.8,0.006,3,0.6636
"2874",6524,"55S","Night","Epi",27,6,"6","Chaetognath",50,5,0.006,3,0.75
"2875",6525,"55S","Night","Epi",27,6,"6","Chaetognath",51,5.1,0.006,3,0.7959
"2876",6526,"55S","Night","Epi",27,6,"6","Chaetognath",41,4.1,0.006,3,0.4135
"2877",6527,"55S","Night","Epi",27,6,"6","Chaetognath",47,4.7,0.006,3,0.6229
"2878",6528,"55S","Night","Epi",27,6,"6","Chaetognath",58,5.8,0.006,3,1.1707
"2879",6529,"55S","Night","Epi",27,6,"6","Chaetognath",44,4.4,0.006,3,0.5111
"2880",6530,"55S","Night","Epi",27,6,"6","Chaetognath",35,3.5,0.006,3,0.2572
"2881",6531,"55S","Night","Epi",27,6,"6","Chaetognath",40,4,0.006,3,0.384
"2882",6532,"55S","Night","Epi",27,6,"6","Chaetognath",41,4.1,0.006,3,0.4135
"2883",6533,"55S","Night","Epi",27,6,"6","Chaetognath",40,4,0.006,3,0.384
"2884",6534,"55S","Night","Epi",27,6,"6","Chaetognath",40,4,0.006,3,0.384
"2885",6535,"55S","Night","Epi",27,6,"6","Chaetognath",51,5.1,0.006,3,0.7959
"2886",6536,"55S","Night","Epi",27,6,"6","Chaetognath",48,4.8,0.006,3,0.6636
"2887",6537,"55S","Night","Epi",27,6,"6","Chaetognath",32,3.2,0.006,3,0.1966
"2888",6538,"55S","Night","Epi",27,6,"6","Chaetognath",30,3,0.006,3,0.162
"2889",6539,"55S","Night","Epi",27,6,"6","Chaetognath",30,3,0.006,3,0.162
"2890",6540,"55S","Night","Epi",27,6,"6","Chaetognath",25,2.5,0.006,3,0.0938
"2891",7081,"55S","Day","Lmeso",28,9,"9","Chaetognath",27,2.7,0.006,3,0.1181
"2892",7082,"55S","Day","Lmeso",28,9,"9","Chaetognath",38,3.8,0.006,3,0.3292
"2893",7083,"55S","Day","Lmeso",28,9,"9","Chaetognath",40,4,0.006,3,0.384
"2894",7084,"55S","Day","Lmeso",28,9,"9","Chaetognath",30,3,0.006,3,0.162
"2895",7085,"55S","Day","Lmeso",28,9,"9","Chaetognath",60,6,0.006,3,1.296
"2896",7086,"55S","Day","Lmeso",28,9,"9","Chaetognath",35,3.5,0.006,3,0.2572
"2897",7087,"55S","Day","Lmeso",28,9,"9","Chaetognath",40,4,0.006,3,0.384
"2898",7088,"55S","Day","Lmeso",28,9,"9","Chaetognath",35,3.5,0.006,3,0.2572
"2899",7089,"55S","Day","Lmeso",28,9,"9","Chaetognath",40,4,0.006,3,0.384
"2900",7090,"55S","Day","Lmeso",28,9,"9","Chaetognath",70,7,0.006,3,2.058
"2901",7091,"55S","Day","Lmeso",28,9,"9","Chaetognath",24,2.4,0.006,3,0.0829
"2902",7092,"55S","Day","Lmeso",28,9,"9","Chaetognath",40,4,0.006,3,0.384
"2903",7093,"55S","Day","Lmeso",28,9,"9","Chaetognath",36,3.6,0.006,3,0.2799
"2904",7094,"55S","Day","Lmeso",28,9,"9","Chaetognath",27,2.7,0.006,3,0.1181
"2905",7095,"55S","Day","Lmeso",28,9,"9","Chaetognath",37,3.7,0.006,3,0.3039
"2906",7096,"55S","Day","Lmeso",28,9,"9","Chaetognath",45,4.5,0.006,3,0.5468
"2907",7097,"55S","Day","Lmeso",28,9,"9","Chaetognath",80,8,0.006,3,3.072
"2908",7098,"55S","Day","Lmeso",28,9,"9","Chaetognath",52,5.2,0.006,3,0.8436
"2909",7099,"55S","Day","Lmeso",28,9,"9","Chaetognath",40,4,0.006,3,0.384
"2910",7100,"55S","Day","Lmeso",28,9,"9","Chaetognath",45,4.5,0.006,3,0.5468
"2911",7101,"55S","Day","Lmeso",28,9,"9","Chaetognath",40,4,0.006,3,0.384
"2912",7102,"55S","Day","Lmeso",28,9,"9","Chaetognath",45,4.5,0.006,3,0.5468
"2913",7103,"55S","Day","Lmeso",28,9,"9","Chaetognath",45,4.5,0.006,3,0.5468
"2914",7104,"55S","Day","Lmeso",28,9,"9","Chaetognath",44,4.4,0.006,3,0.5111
"2915",7105,"55S","Day","Lmeso",28,9,"9","Chaetognath",50,5,0.006,3,0.75
"2916",7106,"55S","Day","Lmeso",28,9,"9","Chaetognath",40,4,0.006,3,0.384
"2917",7107,"55S","Day","Lmeso",28,9,"9","Chaetognath",60,6,0.006,3,1.296
"2918",7108,"55S","Day","Lmeso",28,9,"9","Chaetognath",47,4.7,0.006,3,0.6229
"2919",7109,"55S","Day","Lmeso",28,9,"9","Chaetognath",65,6.5,0.006,3,1.6478
"2920",7110,"55S","Day","Lmeso",28,9,"9","Chaetognath",30,3,0.006,3,0.162
"2921",7111,"55S","Day","Lmeso",28,9,"9","Chaetognath",30,3,0.006,3,0.162
"2922",7112,"55S","Day","Lmeso",28,9,"9","Chaetognath",32,3.2,0.006,3,0.1966
"2923",7113,"55S","Day","Lmeso",28,9,"9","Chaetognath",40,4,0.006,3,0.384
"2924",7114,"55S","Day","Lmeso",28,9,"9","Chaetognath",40,4,0.006,3,0.384
"2925",7115,"55S","Day","Lmeso",28,9,"9","Chaetognath",38,3.8,0.006,3,0.3292
"2926",7116,"55S","Day","Lmeso",28,9,"9","Chaetognath",40,4,0.006,3,0.384
"2927",7117,"55S","Day","Lmeso",28,9,"9","Chaetognath",38,3.8,0.006,3,0.3292
"2928",7118,"55S","Day","Lmeso",28,9,"9","Chaetognath",40,4,0.006,3,0.384
"2929",7119,"55S","Day","Lmeso",28,9,"9","Chaetognath",38,3.8,0.006,3,0.3292
"2930",7120,"55S","Day","Lmeso",28,9,"9","Chaetognath",45,4.5,0.006,3,0.5468
"2931",7121,"55S","Day","Lmeso",28,9,"9","Chaetognath",40,4,0.006,3,0.384
"2932",7122,"55S","Day","Lmeso",28,9,"9","Chaetognath",38,3.8,0.006,3,0.3292
"2933",7123,"55S","Day","Lmeso",28,9,"9","Chaetognath",40,4,0.006,3,0.384
"2934",7124,"55S","Day","Lmeso",28,9,"9","Chaetognath",35,3.5,0.006,3,0.2572
"2935",7125,"55S","Day","Lmeso",28,9,"9","Chaetognath",43,4.3,0.006,3,0.477
"2936",7126,"55S","Day","Lmeso",28,9,"9","Chaetognath",42,4.2,0.006,3,0.4445
"2937",7127,"55S","Day","Lmeso",28,9,"9","Chaetognath",21,2.1,0.006,3,0.0556
"2938",7128,"55S","Day","Lmeso",28,9,"9","Chaetognath",57,5.7,0.006,3,1.1112
"2939",7129,"55S","Day","Lmeso",28,9,"9","Chaetognath",79,7.9,0.006,3,2.9582
"2940",7130,"55S","Day","Lmeso",28,9,"9","Chaetognath",70,7,0.006,3,2.058
"2941",7131,"55S","Day","Lmeso",28,9,"9","Chaetognath",65,6.5,0.006,3,1.6478
"2942",7132,"55S","Day","Lmeso",28,9,"9","Chaetognath",45,4.5,0.006,3,0.5468
"2943",7133,"55S","Day","Lmeso",28,9,"9","Chaetognath",50,5,0.006,3,0.75
"2944",7134,"55S","Day","Lmeso",28,9,"9","Chaetognath",50,5,0.006,3,0.75
"2945",7135,"55S","Day","Lmeso",28,9,"9","Chaetognath",30,3,0.006,3,0.162
"2946",7136,"55S","Day","Lmeso",28,9,"9","Chaetognath",35,3.5,0.006,3,0.2572
"2947",7137,"55S","Day","Lmeso",28,9,"9","Chaetognath",34,3.4,0.006,3,0.2358
"2948",7138,"55S","Day","Lmeso",28,9,"9","Chaetognath",50,5,0.006,3,0.75
"2949",7139,"55S","Day","Lmeso",28,9,"9","Chaetognath",36,3.6,0.006,3,0.2799
"2950",7140,"55S","Day","Lmeso",28,9,"9","Chaetognath",40,4,0.006,3,0.384
"2951",7141,"55S","Day","Lmeso",28,9,"9","Chaetognath",35,3.5,0.006,3,0.2572
"2952",7142,"55S","Day","Lmeso",28,9,"9","Chaetognath",40,4,0.006,3,0.384
"2953",7143,"55S","Day","Lmeso",28,9,"9","Chaetognath",37,3.7,0.006,3,0.3039
"2954",7144,"55S","Day","Lmeso",28,9,"9","Chaetognath",46,4.6,0.006,3,0.584
"2955",7145,"55S","Day","Lmeso",28,9,"9","Chaetognath",40,4,0.006,3,0.384
"2956",7146,"55S","Day","Lmeso",28,9,"9","Chaetognath",40,4,0.006,3,0.384
"2957",7147,"55S","Day","Lmeso",28,9,"9","Chaetognath",40,4,0.006,3,0.384
"2958",7148,"55S","Day","Lmeso",28,9,"9","Chaetognath",35,3.5,0.006,3,0.2572
"2959",7149,"55S","Day","Lmeso",28,9,"9","Chaetognath",34,3.4,0.006,3,0.2358
"2960",7150,"55S","Day","Lmeso",28,9,"9","Chaetognath",29,2.9,0.006,3,0.1463
"2961",7151,"55S","Day","Lmeso",28,9,"9","Chaetognath",30,3,0.006,3,0.162
"2962",7152,"55S","Day","Lmeso",28,9,"9","Chaetognath",40,4,0.006,3,0.384
"2963",7153,"55S","Day","Lmeso",28,9,"9","Chaetognath",75,7.5,0.006,3,2.5312
"2964",7154,"55S","Day","Lmeso",28,9,"9","Chaetognath",43,4.3,0.006,3,0.477
"2965",7155,"55S","Day","Lmeso",28,9,"9","Chaetognath",32,3.2,0.006,3,0.1966
"2966",7156,"55S","Day","Lmeso",28,9,"9","Chaetognath",60,6,0.006,3,1.296
"2967",7157,"55S","Day","Lmeso",28,9,"9","Chaetognath",40,4,0.006,3,0.384
"2968",7158,"55S","Day","Lmeso",28,9,"9","Chaetognath",37,3.7,0.006,3,0.3039
"2969",7159,"55S","Day","Lmeso",28,9,"9","Chaetognath",35,3.5,0.006,3,0.2572
"2970",7160,"55S","Day","Lmeso",28,9,"9","Chaetognath",28,2.8,0.006,3,0.1317
"2971",7161,"55S","Day","Lmeso",28,9,"9","Chaetognath",55,5.5,0.006,3,0.9982
"2972",7162,"55S","Day","Lmeso",28,9,"9","Chaetognath",30,3,0.006,3,0.162
"2973",7163,"55S","Day","Lmeso",28,9,"9","Chaetognath",30,3,0.006,3,0.162
"2974",7164,"55S","Day","Lmeso",28,9,"9","Chaetognath",44,4.4,0.006,3,0.5111
"2975",7165,"55S","Day","Lmeso",28,9,"9","Chaetognath",40,4,0.006,3,0.384
"2976",7166,"55S","Day","Lmeso",28,9,"9","Chaetognath",40,4,0.006,3,0.384
"2977",7167,"55S","Day","Lmeso",28,9,"9","Chaetognath",44,4.4,0.006,3,0.5111
"2978",7168,"55S","Day","Lmeso",28,9,"9","Chaetognath",39,3.9,0.006,3,0.3559
"2979",7169,"55S","Day","Lmeso",28,9,"9","Chaetognath",65,6.5,0.006,3,1.6478
"2980",7170,"55S","Day","Lmeso",28,9,"9","Chaetognath",40,4,0.006,3,0.384
"2981",7171,"55S","Day","Lmeso",28,9,"9","Chaetognath",60,6,0.006,3,1.296
"2982",7172,"55S","Day","Lmeso",28,9,"9","Chaetognath",50,5,0.006,3,0.75
"2983",7173,"55S","Day","Lmeso",28,9,"9","Chaetognath",43,4.3,0.006,3,0.477
"2984",7174,"55S","Day","Lmeso",28,9,"9","Chaetognath",35,3.5,0.006,3,0.2572
"2985",7175,"55S","Day","Lmeso",28,9,"9","Chaetognath",30,3,0.006,3,0.162
"2986",7176,"55S","Day","Lmeso",28,9,"9","Chaetognath",30,3,0.006,3,0.162
"2987",7177,"55S","Day","Lmeso",28,9,"9","Chaetognath",35,3.5,0.006,3,0.2572
"2988",7178,"55S","Day","Lmeso",28,9,"9","Chaetognath",36,3.6,0.006,3,0.2799
"2989",7179,"55S","Day","Lmeso",28,9,"9","Chaetognath",70,7,0.006,3,2.058
"2990",7180,"55S","Day","Lmeso",28,9,"9","Chaetognath",45,4.5,0.006,3,0.5468
"2991",8516,"55S","Day","Lmeso",30,18,"18","Chaetognath",36,3.6,0.006,3,0.2799
"2992",8517,"55S","Day","Lmeso",30,18,"18","Chaetognath",30,3,0.006,3,0.162
"2993",8518,"55S","Day","Lmeso",30,18,"18","Chaetognath",41,4.1,0.006,3,0.4135
"2994",8519,"55S","Day","Lmeso",30,18,"18","Chaetognath",55,5.5,0.006,3,0.9982
"2995",8520,"55S","Day","Lmeso",30,18,"18","Chaetognath",43,4.3,0.006,3,0.477
"2996",8521,"55S","Day","Lmeso",30,18,"18","Chaetognath",39,3.9,0.006,3,0.3559
"2997",8522,"55S","Day","Lmeso",30,18,"18","Chaetognath",32,3.2,0.006,3,0.1966
"2998",8523,"55S","Day","Lmeso",30,18,"18","Chaetognath",35,3.5,0.006,3,0.2572
"2999",8524,"55S","Day","Lmeso",30,18,"18","Chaetognath",37,3.7,0.006,3,0.3039
"3000",8525,"55S","Day","Lmeso",30,18,"18","Chaetognath",62,6.2,0.006,3,1.43
"3001",8526,"55S","Day","Lmeso",30,18,"18","Chaetognath",71,7.1,0.006,3,2.1475
"3002",8527,"55S","Day","Lmeso",30,18,"18","Chaetognath",26,2.6,0.006,3,0.1055
"3003",8528,"55S","Day","Lmeso",30,18,"18","Chaetognath",45,4.5,0.006,3,0.5468
"3004",8529,"55S","Day","Lmeso",30,18,"18","Chaetognath",68,6.8,0.006,3,1.8866
"3005",8530,"55S","Day","Lmeso",30,18,"18","Chaetognath",38,3.8,0.006,3,0.3292
"3006",8531,"55S","Day","Lmeso",30,18,"18","Chaetognath",40,4,0.006,3,0.384
"3007",8532,"55S","Day","Lmeso",30,18,"18","Chaetognath",55,5.5,0.006,3,0.9982
"3008",8533,"55S","Day","Lmeso",30,18,"18","Chaetognath",34,3.4,0.006,3,0.2358
"3009",8534,"55S","Day","Lmeso",30,18,"18","Chaetognath",48,4.8,0.006,3,0.6636
"3010",8535,"55S","Day","Lmeso",30,18,"18","Chaetognath",42,4.2,0.006,3,0.4445
"3011",8536,"55S","Day","Lmeso",30,18,"18","Chaetognath",45,4.5,0.006,3,0.5468
"3012",8537,"55S","Day","Lmeso",30,18,"18","Chaetognath",70,7,0.006,3,2.058
"3013",8538,"55S","Day","Lmeso",30,18,"18","Chaetognath",46,4.6,0.006,3,0.584
"3014",8539,"55S","Day","Lmeso",30,18,"18","Chaetognath",35,3.5,0.006,3,0.2572
"3015",8540,"55S","Day","Lmeso",30,18,"18","Chaetognath",41,4.1,0.006,3,0.4135
"3016",8541,"55S","Day","Lmeso",30,18,"18","Chaetognath",42,4.2,0.006,3,0.4445
"3017",8542,"55S","Day","Lmeso",30,18,"18","Chaetognath",44,4.4,0.006,3,0.5111
"3018",8543,"55S","Day","Lmeso",30,18,"18","Chaetognath",65,6.5,0.006,3,1.6478
"3019",8544,"55S","Day","Lmeso",30,18,"18","Chaetognath",43,4.3,0.006,3,0.477
"3020",8545,"55S","Day","Lmeso",30,18,"18","Chaetognath",61,6.1,0.006,3,1.3619
"3021",8546,"55S","Day","Lmeso",30,18,"18","Chaetognath",37,3.7,0.006,3,0.3039
"3022",8547,"55S","Day","Lmeso",30,18,"18","Chaetognath",46,4.6,0.006,3,0.584
"3023",8548,"55S","Day","Lmeso",30,18,"18","Chaetognath",48,4.8,0.006,3,0.6636
"3024",8549,"55S","Day","Lmeso",30,18,"18","Chaetognath",42,4.2,0.006,3,0.4445
"3025",8550,"55S","Day","Lmeso",30,18,"18","Chaetognath",40,4,0.006,3,0.384
"3026",8551,"55S","Day","Lmeso",30,18,"18","Chaetognath",38,3.8,0.006,3,0.3292
"3027",8552,"55S","Day","Lmeso",30,18,"18","Chaetognath",44,4.4,0.006,3,0.5111
"3028",8553,"55S","Day","Lmeso",30,18,"18","Chaetognath",15,1.5,0.006,3,0.0203
"3029",8554,"55S","Day","Lmeso",30,18,"18","Chaetognath",62,6.2,0.006,3,1.43
"3030",8555,"55S","Day","Lmeso",30,18,"18","Chaetognath",41,4.1,0.006,3,0.4135
"3031",8556,"55S","Day","Lmeso",30,18,"18","Chaetognath",85,8.5,0.006,3,3.6848
"3032",8557,"55S","Day","Lmeso",30,18,"18","Chaetognath",42,4.2,0.006,3,0.4445
"3033",8558,"55S","Day","Lmeso",30,18,"18","Chaetognath",40,4,0.006,3,0.384
"3034",8559,"55S","Day","Lmeso",30,18,"18","Chaetognath",36,3.6,0.006,3,0.2799
"3035",8560,"55S","Day","Lmeso",30,18,"18","Chaetognath",65,6.5,0.006,3,1.6478
"3036",8561,"55S","Day","Lmeso",30,18,"18","Chaetognath",41,4.1,0.006,3,0.4135
"3037",8562,"55S","Day","Lmeso",30,18,"18","Chaetognath",62,6.2,0.006,3,1.43
"3038",8563,"55S","Day","Lmeso",30,18,"18","Chaetognath",42,4.2,0.006,3,0.4445
"3039",8564,"55S","Day","Lmeso",30,18,"18","Chaetognath",36,3.6,0.006,3,0.2799
"3040",8565,"55S","Day","Lmeso",30,18,"18","Chaetognath",40,4,0.006,3,0.384
"3041",8566,"55S","Day","Lmeso",30,18,"18","Chaetognath",62,6.2,0.006,3,1.43
"3042",8567,"55S","Day","Lmeso",30,18,"18","Chaetognath",45,4.5,0.006,3,0.5468
"3043",8568,"55S","Day","Lmeso",30,18,"18","Chaetognath",42,4.2,0.006,3,0.4445
